Tweet,Label
"aku yang mutusin emang, tapi yang pamit rest emang siapa. tau-tau aku dapat kabar begitu. disuruh keep it private, dikira aku tidak tahu apa kalau dia juga nyindir aku mulu, diam-diam anjing apanya yang diam. kalau ada main qrt gitu, jadi ajang buat jelek-jelekin aku.",Anger
fuck masa lalu. gila pagi-pagi sudah diungkit-ungkit saja si kupret yang dianggap baik.,Anger
"makin hari makin tai palat haha. awal-awal saja itu, lain kalau sudah tidak ada duit, tidak berguna lagi itu bangsa.",Anger
santai saja bang. aku nanya karena memang tidak tahu. di caption fungsinya untuk mengurangi kelelahan. aku baru tahu. cara kerjanya yang tidak tahu. santai ya bang. jangan gampang goblok-goblokin orang.,Anger
"orang cuma bisanya melihat hidup orang lain saja, tapi mereka hidup sendiri saja belum bener.",Anger
aku heran kenapa masih pada bilang funny dan tidak tahu deh apa normal di sana kah. padahal jelas-jelas salah satunya kelihatan tidak nyaman. dan sialan banget pakai ada yang bahas masa lalu. dasar haters dan fans si onoh. bangke pagi-pagi bikin naik darah saja.,Anger
"dichat dia sampai 20 pesan. ternyata tadi aku mimpi, bangsat.",Anger
"lah anjir, kalau sudah biasa manggil adik mah adik saja kali. tidak jelas lu anjir. emang lu saja aneh masih cari pembelaan.",Anger
bubarkan saja. tidak ada manfaatnya. apa kontribusi buat negara. edan.,Anger
"tidak usah mewek. sudah biasa aku lihat kpop keluar masuk. tidak usah lebay tidak jadi lockey lagi karena bias lu out. dalam dunia kpop keluar masuk itu hal biasa. kalau agensi dan denise tidak sejalan, beda kemauan, mau apa lu. mau maksa denise stay. mau maksa vine cegah denise tetap stay tidak bisa. bikin jengkel.",Anger
"pasti profesor goblok satu ini baru saja ngelonte makanya pemikirannya jadi segar gini. bagi orang kafir, ngelonte itu ibadah utama.",Anger
cowok kayak gini alasannya sudah biasa didengar.,Anger
nama satu orang tercemar saja melapor ke polisi minta diusut tuntas. lingkungan hidup dengan jutaan makhluk hidup saja tidak ada yang lapor ke polisi. berarti biota lingkungan ini lebih bisa mawas diri. allah lebih menyukai hamba pemaaf.,Anger
"anjing, korupsi dua koma satu miliar cuma satu tahun empat bulan. apa kabar yang maling ayam karena lapar, karena haknya dimakan pejabat macam manusia ini. indonesia oh indonesia, miris banget negara aku.",Anger
"weh, banget sedih banget anjing. aku campur kesel gegara muka lo kayak orang bego.",Anger
"akibat pernah lihat plat b bawa kendaraan di luar jakarta. ugal-ugalan padahal jalanan sepi kayak dikejar setan, bodoh gitu.",Anger
"tapi kesalnya sih ya itu, ada pertanyaan dari base yang mewakili aku banget, tapi kok sepi banget. aku sudah nungguin padahal.",Anger
sudah kesel dan kecewa.,Anger
"di komplek aku juga gini. kakek jual lap pel memelas cerita sedih, aku kasihan dong aku beli dengan harga mahal, eh besoknya dia begitu lagi ngarang banget jadi aku marahin terus kabur. ada nenek pengemis juga tiap hari aku kasih duit kasih makanan, ketemu di indoapril lagi nuker duit satu koma lima juta per hari.",Anger
"ini boleh tidak sih aku kecewa atau marah sama dia haha. cuma karena aku beli acrylic frame terus pajang pc bareng sama polaroid orang tua, dia bilang gini. apa aku doang yang sensitif ya. dikira ngekpop bikin lupa semua hal, bahkan orang tua sendiri. kamu bikin aku makin tidak mau kenal spesies cowok dasar idiot.",Anger
"aku jengkelnya ke semuanya sih, mbulet kayak benang kusut. btw sudah selesai bacanya. kalau sudah, no spoiler please.",Anger
"sayangnya aku kalau bucin ya mau secakep apapun cowok lain tetap lihatnya kamu hahaha. sedih banget jadi cewek ya, kenapa bucin tolol semua.",Anger
pagi-pagi sudah emosi baca au kesel. tidak boleh ada yang bikin bian kecewa atau sedih ih.,Anger
"kalau ketemu orang dan dia kelihatan murung, coba tanya dia fans mu bukan. mu kalah cuk.",Anger
"aku pagi ini kecewa banget sama gojek. pertama, kode voucher sama sekali tidak bisa di-claim. kedua, alamat yang biasa aku gunakan buat balik malah dititikin jauh banget ke jakarta barat, wkwkwk. gila, gosend yang harusnya tidak sampai lima puluh ribu jadi di atas enam puluh ribu.",Anger
sudah lah aku kecewa.,Anger
yang ngomong mana cita rasa budaya indonesianya. sedih aku lihat orang ngegas tapi kalau disuruh ngaca dianya tidak suka.,Anger
kecewa aku bangsat.,Anger
"aku sudah lima kali approach. semua ke-reject. sedih banget. siap depress. itu lah mau ngomong takut mau approach dulu, tapi efek after approach itu yang masalah. kalau diterima oke, kalau tidak sedih, malu, marah semua ada. dan itu efek ke hidupmu. kadang rasa capek sudah mau hadap.",Anger
sepi conge.,Anger
"baru mau sedih kenapa close, endingnya bikin emosi. semoga hari kamu senin terus.",Anger
"tolong buat siapapun yang memang sudah tidak bisa lagi jadi lockey karena masalah denis, tidak apa-apa aku mengerti. tapi please banget jangan mengajak atau bikin kompor kayak orang bodoh bikin tweet dengan mengajak yang lain buat ikutan. sebab yang sedih bukan hanya kamu tapi semua lockey. bikin kesel aja kayak ampas. makasih buat lockey yang masih bertahan.",Anger
"anjing nih episode tiga sedih banget bangsat, aku nangis sampai hidung mampet. jadi kesel ah.",Anger
"anjing jimin aku sudah mau sedih. sialan kamu ngetiknya kayak gitu mati aja, tidak jelas kamu ji. sudah lah tidak usah dikasih jatah lima bulan aja.",Anger
rame apa sepi nih. kasih info yang jelas napa.,Anger
"suka heran sama orang yang sudah nyakitin tapi tidak ada usaha sama sekali buat mastiin aku sakit hati tidak, kecewa tidak. maksudnya kamu sadar tidak kalau habis nyakitin aku. emang repot kalau kita tidak pernah ngambek, sekalinya ngambek dianggap ya sudah mungkin tidak ngambek beneran.",Anger
mulutnya itu lho yaampun. aku diusir gara-gara main ke homeparty mereka yang kebetulan cuma empat orang doang. aku kira sepi kasihan gitu jadi aku ikut gabung. eh pas gabung malah dikatain.,Anger
"buat kali ini aku tidak ngerti sama jalan pikiran kamu gar. yang jelas-jelas vara lagi hamil, goblok. dan satu lagi buat kamu zara, aku tahu kamu kaget kecewa sama kakak kamu tapi dia lagi hamil anjrit. dan kamu tidak tahu alasan kenapa kakak kamu melakukan itu semua. anjing emosi banget aku.",Anger
"kebiasaan banget selalu bawa member lain, selalu membanding-bandingkan. dikira member lain tidak sedih juga apa.",Anger
sumpah sih makin marah dan kecewa sama daddy.,Anger
"bangke ptmt, kelas aku jadi sepi banget anjir.",Anger
anj anj kesel kecewa banget sama diri sendiri. heuh.,Anger
"habis nonton layangan putus bareng murid-muridnya ya bund. jangan sedih ya. mas aris memang begitu, suka tidak tahu diri, padahal sudah dapat cewek yang kayak ratu.",Anger
ora editan kui ancene wes kene lagi sedih malah disenggol.,Anger
"terlalu cantik emak jadi buzzer, biasanya kusam, kusut dan norak, mana tidak jelas lagi.",Anger
"ihh sama, punya aku juga sudah dua hari masa tertunda terus kesel. tolong dong min ditindaklanjuti, kecewa sih.",Anger
"dan yang memang belum tahu banyak tentang dunia ini. tapi aku merasa sedih dan marah saja. tidak tahu deh rasanya campur aduk. ini saja ngetik sambil nangis. tidak tahu tapi sesak banget rasanya. apalagi kalau ada yang hate-hate komen ke win. aku benar-benar tidak suka, aku sakit hati anjing.",Anger
"aa kesel banget anjing. dia sudah di bandara, gift aku belum siap. ya allah, sedih banget aku sudah tidak bisa menepati janji buat meet up dari desember terus hari ini tidak bisa nganter dia ke bandara, ngasih gift juga tidak.",Anger
"ini segala keresahan aku sudah mau hilang nih. pokoknya pikiran sudah mulai enak deh. tapi entah kenapa fyp aku isinya cuplikan film layangan kusut, ku kira kau rumah. kan anjing, jadi ketrigger lagi. aku mulihin supaya mood aku muncul lagi tuh agak lama banget.",Anger
"aku pernah datang lebih awal, sebelum waktunya malah terus malah dibilang kayak gini kurang lebih ""saking jomblo-nya jadi punya banyak waktu luang ya?"" aku tidak tahu mesti senang atau sedih. jengkel ah.",Anger
"telat kamu ngasih tahu faktanya, min. kalau sebelum pertandingan kasih tahu faktanya kan aku tidak se-kecewa ini.",Anger
